Title,Thumbsup,Name,Comment
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,6,OM3GALUL,"religion is a contract like any other contract, you don't say I am gonna do things my way after you sign one."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,1,punkfan96,"Nice comparison. Xept when you wear a miniskirt in Iran you'll get into serious trouble with the authorities. That's what ""make them wear that"" means. Not choosing a miniskirt in winter."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Atticus Jones,"Read the Quran. I highly recommend. ,

[Quran 24:31] And tell the believing women to subdue their eyes, and maintain their chastity. They shall not reveal any parts of their bodies, except that which is necessary. They shall cover their chests, (with their Khimar) and shall not relax this code in the presence of other than their husbands, their fathers, the fathers of their husbands, their sons, the sons of their husbands, their brothers, the sons of their brothers, the sons of their sisters, other women, the male servants or employees whose sexual drive has been nullified, or the children who have not reached puberty. They shall not strike their feet when they walk in order to shake and reveal certain details of their bodies. All of you shall repent to God, O you believers, that you may succeed..."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Sd5111 YT,😂😂
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Shahbano Shabir,Rammy 👏 yousef 👏
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Jabal جبل,That was really stupid to be honest
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,1,Merdee 2,Egypt represent ✊🏼❤️
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Pharaoh Akhenaten,Lol
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Jack Boot,"Besides Muslims, there are several Western minority groups that resist assimilation by adopting distinctive costumes, diets, holidays and taboos - Ultra-Orthodox Jews, Amish, Sikhs, etc.
If such groups wish only to be left alone, there's no big whoof. 


However, Islam is an expansionist faith (as is Christianity, to be fair).
Muslims can and do disagree on the timetable and the optimal persuasion-to-force ratio; but their ultimate goal is world rule..."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,42,Ramla Beegam,"exactly! the way women is sexualised and is given such unrealistic standards that is inhumane ! the way women ""have"" to be ""hot"" ""slim"" ""tall "" or watever that is destroying more lives nd u all know it!  And u all r the ones doing it to her !"
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,_denzoned_,"Nah it's the societal pressure, that is seen as bad. You might say, yeah they can wesr whatever they want, but if almost everybody does wear it, would women not wear it? No, especially women, sorry if I sound sexist, maybe some rebellious men would do something thay is not the norm, but a men is always tolerated, the same way, a girl in western countries need to wear short dresses to be attractive."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,2,ATEF ALMHBANE,What a deep meaning of your message bro.. keep going man
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Khalid,People think they wear like something made out of wool but they dont realide they wear something that actually breathes air but cover them from the sun.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Latifo Mudallali,Funny!
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,girl in blue,فدوة يخبل موتني ضحك 😂💕
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,ayisha,Both religion and modern fashion industry have patriarchal attitudes. It's not a simple thing.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Steven Amoah,He stole Jerrods style.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Ghalia Anas,Snap
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,1,Gary Watkins,"Not a genius . The woman in New York chose to wear her out fit, no  one said she had to. In many Muslim countries women are forced to or the could get beat. The difference is freedom vs slavery and suffering."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Ashish Devassy,False equivalency
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,InZee,"Guys please stop fighting, in the end every individual have their own perspective of the world, just because someone got bullied just because of wearing hijab should not represent that entire country, similarly if someone gets death threats for not wearing hijab should also not be seen as an entire Muslim population problem. Peace guys!"
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,chocobonita,They make her wear that because God said so. Because it's a religious requirement. I don't expect this Munafiqun to understand that lol. And the girl in his date (Zina and also absolutely Haram) is not forced to wear that. It is her choice.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Haliwa Milky,So cool brother. Go on.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,khadija meher,😂😂😂😂
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Zahidevine Hossain,The best 2 min of comedy/action/humor/educational/understanding etc...........................
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Nadia Shireen Siddiqi,"Brilliant, fact is women are taught to dress uncomfortably across cultures."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,2,Sarah A,Anyone here from the UK? How can we support Ramy from over here?
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Frank the Ant,"it's kind of sad because people have a preconceived notion that most Muslim women are forced to wear the hijab when that is NOT the case. First of all, most Muslims aren't even practicing, so most don't even wear hijab. Secondly, the vast majority of women are not forced to wear the head-covering. I'm not Muslim, but I've got a Muslim family, and not a single person in my massive family has ever been forced to wear anything. Only a few people in my family wear the hijab and it's of their own volition.
The truth is most Middle Eastern & Southeast Asian men prefer the hijab off these days. They are just as susceptible to western cultural influence than anyone else. Also, the idea that Muslim women are victims is utter nonsense. The amount of control women have in my family is crazy. Everything is done with the permission of women, and I know because I've got 6 sisters. You can't force women to do anything, let alone wear a hijab. That's the reality of the situation.
The other thing I find strange is that people don't seem to critique Nuns the same way because there's a perception of modesty and religiosity, and yet the same cannot be said for Muslim women. The truth is Islam is not very different from Christianity or Judaism. Many of the rulings are from the Old Testament, Torah and Talmud. You will find things like stoning, lashing, etc... In the Bible as well, but nobody seems to know about it. Pork, alcohol, modesty & other stuff is also found in the Biblical narrative, it's just that nobody seems to interpret it in a literal sense."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Hazel Adelaide,So its possible to have comedy without being rude and offensive
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Damoon Foroutanian,That joke was fire
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,4,Subodh Shrestha,Only 100°F in middle east ?
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Welco,Guy worships the WTC bomber
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Moe Hussein,U r saying it as if it was a choice for a Muslim lady to wear hijab or not
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Salih Mumin,funny 🙂😄😄😄
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,2,Im Right U’re Wrong,Truth
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,chicks with ideas,omg he's so cute. why can't I meet people like that irl
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,EC,He didn't really answer to the question. He just compare to something that there's nothing religious to relate with. Smart.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Göksu Selin Yılmaz,"Not oppressive?!!! He is talking like some of the middle eastern governments are not forcing women?! If the women actually wanted to wear it, then there would be nothing wrong, but if the government is forcing them like they do in Iran, how can one say it is not oppressive, they don't have a choice, they burn women's faces with acid if they don't wear them in Iran?!"
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Indefinibale sea,The best answer bro... Thank you 🙏🙏🙏
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Moeez Awan,My Mom 54 yrs and my big sister 26 yrs old don't wear headscarf but my little sister 19 yrs old does and we live in second largest muslim country Pakistan ..
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,8,Annora Boketto,"I’m a girl from what you call the Middle East and it’s around 50 degrees out here and I’m all covered from head to toe and I won’t have it any other way. I mean what I wear not the weather.. it would be great if it’s a little cooler in summer tbh :) 

What really bugs me though is people thousands of miles away worrying about what women from DIFFERENT cultures wear?? 
What women from DIFFERENT cultures do?? 
How women from DIFFERENT cultures live their lives?? 
If we’re happy why can’t they let us be?? 

Seriously... that’s what I really wanna know... WHY CAN’T THEY LET US BE?"
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,1,Evan Nunsince,So stupid. Women dont get imprisoned or beat for NOT wearing heels and short skirts.
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,dulce mami,Hes soooo hot and funny and educated and sweet im such a big fan 😭😍
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,www,"It's not the same at all. You can wear anything you want in America. Try wearing a short skirt in Iran, the religious police with harass you."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,15,Areeba Asad,Yes! On behalf of all of us women who wear hijab and niqaab willingly; thank you!
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,1,LadyPeace89,"This reminds me of the political cartoon of two women on the beach: one wearing a burka and the other in a bikini. The woman in the bikini looks at the other and thinks ""everything covered but her eyes. What a cruel male-dominated culture."" The woman in the burka looks at her and thinks ""nothing covered but her eyes. What a cruel male-dominated culture"". 😂
I think they are both right tbh. Women are used as objects for men in the world. A Muslim man covers his wife or daughter because she is his ""property"" and doesn't want her to be exposed to anyone. Western world use media and fashion to make women do everything in their power to show as much of their beauty as possible  for people's approval and satisfaction. 
I am in between both worlds and that's how I see it."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Hasade O,Genius. Absolute genius😂
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,0,Devesh Kumar,This was Good. 👏🏽👏🏽
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,3,Ganesha Adiguna,"Yeah, the problem is not the scarf/hijab (or the short pants) at all. The problem is the narrow-minded people who force their way of thinking to other people."
Ramy Youssef: Feelings (2019) | Why Do They Make Her Wear That (Clip) | HBO,5,Pahcza,"no ones making her wear that, it is her love for God that she is following His Guidance. Being modest and humble is not something that she be looked down upon, unlike the shamelessness in the west."
